"carat","cut","color","clarity","depth_percentage","table","price","length","width","depth"
0.72,"Very Good","J","VVS1",61.4,61,2.093,5.7,5.77,3.52
1.01,"Ideal","G","VS2",61,56,6.855,6.46,6.49,3.95
0.9,"Good","D","SI1",63.6,63,3.755,6.03,6.07,3.85
1.13,"Ideal","G","VS2",62.7,57,6.525,6.65,6.68,4.18
0.76,"Ideal","H","VVS1",61.9,54,3.648,5.87,5.9,3.64
0.9,"Ideal","G","SI2",61.4,56,4.044,6.19,6.23,3.81
0.59,"Very Good","E","VS1",60,56,2.021,5.46,5.5,3.29
0.7,"Ideal","I","SI1",62.6,56,2.187,5.66,5.69,3.55
1.08,"Ideal","G","VS1",62.4,55,7.925,6.57,6.63,4.12
1.01,"Premium","G","VS2",61.2,58,5.759,6.46,6.49,3.96
0.79,"Ideal","E","VS2",62.2,55,3.827,5.9,5.97,3.69
0.91,"Ideal","J","VS2",62.1,56,3.256,6.18,6.22,3.85
1.4,"Good","H","SI2",62.5,57,6.996,7.07,7.11,4.43
0.73,"Ideal","E","SI2",60.9,57,2.559,5.8,5.83,3.54
0.71,"Ideal","I","VS2",62.3,58,2.36,5.67,5.72,3.55
0.83,"Ideal","G","VS1",62.1,55,4.989,6.02,6.05,3.75
0.91,"Very Good","G","SI1",60.2,58,4.429,6.29,6.31,3.79
0.9,"Very Good","D","SI1",63.2,62,3.997,6.13,6.06,3.85
0.7,"Ideal","D","SI2",60.6,56.6,2.575,5.75,5.77,3.49
0.7,"Premium","F","SI1",61.7,61,2.348,5.7,5.67,3.51
1.33,"Premium","G","SI2",61.3,59,4.634,7.06,6.93,4.29
0.71,"Ideal","G","SI1",59.7,60,2.522,5.79,5.81,3.46
1.01,"Premium","I","SI1",62.3,58,4.355,6.44,6.4,4
1.11,"Ideal","I","SI1",61.9,57,4.709,6.62,6.67,4.11
0.71,"Very Good","F","VVS1",63.2,60,2.862,5.65,5.61,3.56
0.9,"Premium","G","VS2",62.1,59,4.252,6.15,6.09,3.8
1.06,"Premium","D","VS2",62.3,59,7.679,6.52,6.48,4.05
1.01,"Premium","F","SI2",60.6,60,4.121,6.46,6.5,3.93
0.71,"Very Good","E","VS2",59.6,60,2.954,5.8,5.85,3.47
0.72,"Very Good","E","VS1",63.1,56,3.048,5.7,5.65,3.58
0.7,"Premium","G","VS1",62.6,60,2.512,5.58,5.66,3.52
1.07,"Premium","H","VS2",62.4,59,5.498,6.53,6.46,4.05
1,"Premium","G","VS2",62.2,58,6.048,6.54,6.49,3.94
1.24,"Premium","H","SI1",60.2,60,6.686,6.91,6.94,4.17
0.9,"Good","I","VS2",63.8,55,3.246,6.16,6.07,3.9
1.01,"Very Good","H","SI1",61.8,59,4.876,6.37,6.41,3.95
0.83,"Very Good","F","SI1",62.1,58,3.01,5.98,6.06,3.74
1.09,"Ideal","H","SI1",61.4,56,6.97,6.61,6.64,4.07
1.01,"Good","I","VS2",57.1,63,3.717,6.6,6.56,3.76
0.72,"Premium","D","VS1",62.7,58,2.9,5.68,5.65,3.55
0.7,"Premium","F","VS2",59.5,58,2.838,5.85,5.75,3.45
1.04,"Ideal","G","VS2",61.6,57,6.773,6.49,6.54,4.01
1.03,"Ideal","D","SI2",62.8,56,4.764,6.46,6.43,4.05
0.77,"Ideal","E","SI2",62.1,56,2.753,5.84,5.86,3.63
0.7,"Ideal","G","VS1",61.7,56,2.972,5.64,5.71,3.5
1,"Premium","F","SI1",61.2,58,5.197,6.4,6.44,3.93
1.03,"Ideal","J","SI1",61.9,56,3.921,6.45,6.5,4.01
1.05,"Ideal","H","VS2",61.7,57,5.833,6.55,6.52,4.03
0.71,"Ideal","G","SI1",60.5,56,2.776,5.8,5.76,3.5
1.2,"Very Good","H","VS2",62.5,60,7.072,6.72,6.78,4.22
1.06,"Ideal","E","VS2",61.9,55,7.275,6.54,6.58,4.06
0.71,"Ideal","E","SI1",61.7,55,3.376,5.73,5.77,3.55
1.21,"Very Good","I","SI2",63.4,62,3.964,6.84,6.69,4.31
1.24,"Premium","E","SI2",60.8,57,4.278,6.98,6.94,4.23
1.54,"Premium","H","I1",62,60,5.071,7.4,7.32,4.56
0.71,"Good","G","VS2",64,55,2.599,5.65,5.67,3.62
1.32,"Fair","I","SI1",64.8,58,6.061,6.9,6.83,4.45
0.52,"Very Good","F","VVS1",61.7,56,2.205,5.17,5.22,3.2
1.14,"Ideal","H","SI1",61.5,55,7.079,6.72,6.75,4.14
0.51,"Ideal","F","VVS2",61.4,56,2.025,5.16,5.17,3.17
1.07,"Ideal","H","VS1",61,57,7.44,6.59,6.63,4.03
0.9,"Very Good","H","VVS2",59.7,62,4.842,6.2,6.23,3.71
0.71,"Ideal","H","VS2",61.8,55,3.08,5.73,5.75,3.55
1.01,"Fair","I","VS2",68.7,58,3.597,6.14,6,4.19
1.01,"Very Good","J","SI1",62.8,57,3.998,6.37,6.41,4.01
0.9,"Premium","I","SI2",60.6,60,2.948,6.28,6.23,3.79
1.01,"Good","G","VS2",63.1,55,5.199,6.36,6.38,4.02
0.9,"Premium","G","SI2",61.9,61,3.175,6.13,6.06,3.77
1.06,"Very Good","D","VS2",62.8,55,7.345,6.53,6.56,4.11
1.2,"Good","G","SI2",63.6,54,5.049,6.71,6.75,4.28
1.25,"Ideal","I","VS1",61.4,58,7.042,6.89,6.93,4.24
1.2,"Ideal","I","VVS2",62.9,55,7.079,6.75,6.79,4.26
0.54,"Ideal","G","VVS2",61.5,57,2.06,5.21,5.26,3.22
1.25,"Premium","J","SI2",61.3,58,4.018,6.98,6.95,4.27
1.01,"Premium","G","SI2",61.8,58,4.038,6.39,6.36,3.94
0.7,"Good","E","VVS2",60.1,63,2.857,5.68,5.71,3.42
0.9,"Good","G","VS1",63.6,58,4.54,6.09,6.12,3.88
1.38,"Fair","G","SI2",61.2,59,4.73,7.19,7.13,4.38
1,"Very Good","H","VS2",63,59,4.842,6.43,6.34,4.02
0.71,"Premium","H","VS2",62.8,59,2.181,5.68,5.63,3.55
1.2,"Premium","H","SI1",62.1,58,6.129,6.77,6.72,4.19
0.8,"Very Good","F","SI1",61.6,59,2.745,5.9,5.96,3.65
1.23,"Premium","G","VS2",61.6,58,5.654,6.91,6.85,4.24
1.01,"Good","E","VS2",62.5,58,6.221,6.32,6.36,3.96
0.75,"Ideal","G","VS2",60.6,55,2.939,5.93,5.91,3.59
0.7,"Ideal","I","VS1",62.7,57,2.163,5.63,5.67,3.54
0.52,"Premium","G","VVS2",61.1,59,2.012,5.2,5.15,3.16
1.05,"Ideal","G","VS2",61.6,56,6.837,6.52,6.56,4.03
0.94,"Premium","E","SI2",62.4,58,4.027,6.33,6.26,3.93
0.55,"Ideal","E","VVS2",61.1,57,2.664,5.3,5.33,3.24
1.01,"Premium","F","SI1",58.5,60,4.989,6.6,6.57,3.85
0.71,"Premium","F","SI2",62.3,60,2.169,5.7,5.67,3.54
0.7,"Fair","H","SI1",65.2,58,2.048,5.49,5.55,3.6
1,"Fair","E","SI1",57.6,57,5.027,6.56,6.52,3.77
0.77,"Premium","F","SI1",60.8,59,2.856,5.92,5.86,3.58
0.75,"Good","D","SI1",63.6,58,3.024,5.77,5.65,3.63
1,"Premium","D","SI1",61.3,54,5.488,6.39,6.37,3.91
0.9,"Ideal","G","VS2",62.4,54,4.309,6.22,6.19,3.87
0.7,"Good","D","SI1",59.9,63,2.444,5.74,5.81,3.46
0.9,"Ideal","H","VS1",62,54,5.013,6.2,6.23,3.86
0.81,"Ideal","E","SI2",61.4,57,2.673,6,5.97,3.68
0.9,"Premium","J","SI1",60.4,59,3.141,6.27,6.24,3.78
0.7,"Very Good","G","SI1",59.1,62,2.674,5.8,5.91,3.46
1.03,"Ideal","F","I1",61,56,3.634,6.58,6.52,3.99
0.74,"Very Good","E","VVS1",63.5,58,3.993,5.78,5.72,3.65
0.7,"Ideal","H","IF",62.2,55,3.167,5.68,5.71,3.54
0.66,"Ideal","F","VVS2",61.2,57,2.732,5.63,5.58,3.43
1.13,"Premium","I","VS2",62,58,4.611,6.64,6.69,4.13
1.01,"Ideal","G","VS2",62.6,56,6.964,6.41,6.44,4.02
1.23,"Ideal","J","VS2",61.8,56,4.986,6.87,6.81,4.23
1,"Good","J","VS2",62,61,3.835,6.36,6.45,3.97
1.09,"Very Good","F","SI2",58.5,59,4.113,6.75,6.8,3.96
1.2,"Ideal","I","SI1",62.1,55,5.174,6.83,6.79,4.23
0.7,"Ideal","H","VVS1",60.9,57,3.611,5.7,5.78,3.5
0.8,"Ideal","G","VS1",61.1,58,3.578,5.96,6.03,3.66
1.1,"Premium","F","I1",59.8,61,3.745,6.7,6.65,3.99
0.77,"Fair","H","VS1",64.6,56.4,2.594,5.78,5.84,3.75
1.07,"Premium","H","VS2",62.4,57,5.573,6.58,6.52,4.09
1.51,"Very Good","H","SI2",62.3,58,7.823,7.29,7.25,4.53
0.96,"Premium","J","SI1",62.9,59,3.187,6.3,6.22,3.94
0.58,"Ideal","F","VVS2",61.9,56,2.38,5.35,5.38,3.32
0.91,"Premium","G","VS1",62.5,61,4.57,6.17,6.05,3.82
1,"Very Good","G","VS1",59.1,61,6.435,6.48,6.54,3.85
0.72,"Very Good","F","VS2",63,54,2.784,5.69,5.73,3.6
1.27,"Premium","I","I1",60.2,62,3.732,7.05,7,4.23
1.12,"Premium","G","SI1",59.8,58,5.329,6.79,6.76,4.05
0.83,"Very Good","D","IF",59.7,53,7.889,6.14,6.23,3.69
0.74,"Good","H","VS2",57.5,57,2.369,5.94,6.01,3.44
1.6,"Very Good","J","SI1",62.7,58,7.55,7.37,7.41,4.63
0.71,"Very Good","G","SI1",63.4,58,2.368,5.65,5.68,3.59
0.7,"Good","F","VS2",63.9,53,2.415,5.65,5.61,3.6
1.08,"Very Good","E","SI2",60.2,58,4.656,6.61,6.68,4
0.71,"Ideal","E","VVS1",61.9,55,4.027,5.73,5.77,3.56
0.7,"Good","H","VS1",63.9,58,2.367,5.67,5.59,3.6
0.79,"Premium","E","VS1",62.6,56,3.583,5.92,5.87,3.69
0.7,"Ideal","E","SI1",61.6,57,2.846,5.71,5.76,3.53
1.01,"Premium","G","VVS2",59.4,58,7.366,6.53,6.51,3.93
0.71,"Premium","H","VS2",60.9,58,2.363,5.72,5.77,3.5
0.83,"Ideal","F","SI1",62.1,57,3.01,6,6.02,3.73
1.03,"Ideal","F","SI2",60.9,56,4.891,6.56,6.51,3.98
1.07,"Very Good","E","SI2",60.5,61,4.609,6.55,6.61,3.98
0.7,"Ideal","I","VVS2",62.1,58,2.276,5.63,5.68,3.51
1.04,"Fair","I","I1",67.3,56,2.037,6.34,6.23,4.22
0.77,"Ideal","H","SI1",61.7,56,2.612,5.9,5.85,3.62
0.9,"Good","F","SI1",62.8,64,3.659,6.18,5.99,3.82
0.72,"Ideal","I","VS2",62.2,56,2.511,5.69,5.75,3.56
0.9,"Premium","I","VS2",62.4,60,3.431,6.16,6.06,3.81
0.9,"Good","G","SI1",64.1,59.4,3.816,6.04,6.08,3.88
0.71,"Premium","H","SI1",62.4,62,2.207,5.67,5.64,3.53
1.02,"Ideal","J","SI1",62.8,54,3.856,6.46,6.43,4.05
0.74,"Premium","E","SI2",61.3,59,2.527,5.83,5.78,3.56
0.7,"Very Good","G","SI1",63.5,61,2.184,5.64,5.61,3.57
1.31,"Premium","I","VS2",62.4,61,6.921,6.98,6.9,4.33
1.51,"Very Good","I","SI2",60.6,60.2,7.441,7.32,7.37,4.45
0.72,"Ideal","F","VS1",61.5,56,3.759,5.74,5.77,3.53
1.23,"Very Good","J","VS2",62.8,59,4.96,6.75,6.82,4.26
1.57,"Premium","I","VS2",60.8,59,7.385,7.5,7.47,4.55
0.9,"Premium","J","VS1",62.1,62,2.964,6.12,6.05,3.78
1.07,"Ideal","D","SI1",61.8,55,5.767,6.54,6.59,4.06
1,"Very Good","I","VS2",61.9,59,5.02,6.35,6.38,3.94
1.55,"Premium","J","SI2",62.6,57,6.89,7.37,7.32,4.6
1.26,"Premium","J","VS2",62.1,58,5.015,6.9,6.95,4.3
0.76,"Very Good","F","VVS1",62.1,57,4.504,5.8,5.83,3.61
1.03,"Ideal","D","SI2",60.7,55,4.839,6.61,6.53,3.99
0.9,"Good","H","SI2",63.4,60,3.16,6.03,6.08,3.84
0.94,"Very Good","D","SI2",62,57,3.634,6.28,6.34,3.91
1,"Fair","G","SI1",68.9,56,3.833,6.16,6.11,4.23
0.72,"Premium","F","VS2",62,56,2.724,5.78,5.68,3.55
0.71,"Ideal","D","VS2",61.2,55,4.029,5.74,5.78,3.53
1,"Good","E","VS2",58.2,60,6.958,6.52,6.54,3.8
1.12,"Premium","H","SI2",62,57,4.641,6.68,6.61,4.12
1.05,"Very Good","E","SI2",62.3,56,4.851,6.47,6.54,4.05
1.01,"Premium","F","SI2",62.7,56,4.197,6.4,6.35,4
0.9,"Good","F","VS1",62.8,60,4.898,6.11,6.15,3.85
1.01,"Premium","G","VS1",60.5,60,6.353,6.52,6.44,3.92
0.9,"Very Good","I","VS2",63.4,56,3.489,6.09,6.12,3.87
1.03,"Premium","G","VS2",63,59,5.826,6.45,6.4,4.05
0.76,"Fair","H","SI1",61.9,70,2.328,5.84,5.77,3.59
1,"Very Good","H","SI1",61.8,57,4.995,6.39,6.42,3.96
1.05,"Ideal","G","VS2",59.4,59,6.914,6.62,6.65,3.94
0.72,"Premium","J","VS2",61.7,58,2.043,5.77,5.67,3.53
1,"Ideal","E","SI1",62.2,53.9,5.728,6.4,6.5,4
0.7,"Premium","D","SI1",58.8,59,2.357,5.86,5.84,3.44
1.06,"Premium","G","VS1",62,58,7.13,6.56,6.51,4.05
0.9,"Premium","I","VVS2",60.9,59,3.73,6.25,6.22,3.8
0.71,"Premium","I","VVS1",62,58,2.572,5.7,5.65,3.52
0.71,"Premium","F","SI1",62.7,57,2.633,5.68,5.65,3.55
1.09,"Very Good","D","SI2",62.2,59,4.598,6.46,6.49,4.03
0.59,"Ideal","G","VVS2",61,57,2.131,5.44,5.41,3.31
0.71,"Ideal","G","SI1",62.1,54,2.513,5.72,5.77,3.57
0.91,"Premium","E","VS2",62.8,59,4.739,6.17,6.15,3.87
1.5,"Premium","G","SI1",62.3,60,7.535,7.27,7.17,4.5
0.53,"Ideal","D","VVS1",61.6,55,3.097,5.21,5.27,3.23
1.21,"Ideal","H","VS2",62.9,55,7.513,6.77,6.8,4.27
1.16,"Premium","H","SI1",61.2,58,5.554,6.81,6.76,4.15
1.04,"Ideal","E","SI2",62.3,55,5.531,6.46,6.49,4.03
0.91,"Premium","E","SI1",61.5,60,3.842,6.24,6.19,3.82
0.62,"Good","F","VVS2",59.9,62,2.131,5.51,5.53,3.3
1.23,"Ideal","I","VVS2",62.5,57,7.256,6.81,6.86,4.27
0.7,"Ideal","F","VS2",61.4,58,3.011,5.7,5.73,3.51
1.02,"Ideal","G","VS2",62.8,57,6.169,6.46,6.41,4.04
1.02,"Very Good","E","SI2",58.7,63,4.414,6.61,6.55,3.86
1.24,"Premium","H","VS1",61.2,59,7.358,6.91,6.94,4.24
1.14,"Ideal","J","SI1",61.5,56,5.174,6.7,6.74,4.13
0.9,"Premium","E","SI1",62.3,61,3.8,6.17,6.12,3.83
0.9,"Ideal","H","VVS2",62,57,4.924,6.15,6.2,3.83
0.9,"Good","I","SI1",63.5,59,3.176,6.05,6.1,3.86
0.91,"Very Good","H","VS2",63.5,57,4.012,6.12,6.16,3.9
1.2,"Premium","I","VS2",62.6,61,5.645,6.76,6.68,4.21
0.75,"Ideal","I","SI1",61.8,55,2.871,5.83,5.85,3.61
0.74,"Premium","G","SI1",61,60,2.553,5.85,5.76,3.54
0.9,"Ideal","D","SI1",62.7,56,4.612,6.18,6.16,3.87
0.77,"Premium","F","VS2",62.1,59,3.218,5.85,5.87,3.64
1.03,"Ideal","J","SI1",62.3,57,3.738,6.48,6.43,4.02
1.04,"Ideal","G","VS1",61.8,56,7.467,6.5,6.52,4.02
1.01,"Very Good","D","SI2",59.9,61,5.252,6.46,6.5,3.88
0.72,"Premium","G","SI2",61.6,55,2.364,5.79,5.76,3.56
1,"Fair","E","SI2",55.4,62,3.011,6.63,6.59,3.66
0.81,"Very Good","E","SI1",63.8,58,2.972,5.85,5.97,3.77
0.91,"Very Good","E","VVS2",61.1,61,7.131,6.24,6.2,3.8
0.62,"Ideal","D","VS1",61.9,57,2.508,5.47,5.55,3.41
1,"Good","G","VVS2",60.9,56,7.492,6.49,6.52,3.96
1.11,"Premium","F","SI1",60.1,61,5.483,6.74,6.64,4.06
0.93,"Ideal","I","SI2",62.3,57,3.101,6.2,6.22,3.87
2.22,"Fair","H","I1",70.1,55,6.564,7.77,7.74,5.44
1,"Premium","F","SI1",62.8,59,4.939,6.36,6.32,3.98
1.23,"Ideal","H","I1",61.6,55,3.168,6.92,6.87,4.25
1.07,"Premium","E","SI2",62.9,59,5.033,6.55,6.46,4.09
1.1,"Ideal","H","VS2",62.7,56,6.344,6.58,6.63,4.14
0.71,"Very Good","G","VS2",61.3,59,2.69,5.72,5.76,3.52
0.86,"Good","D","VVS1",64.3,53,5.029,6.02,6.12,3.89
0.9,"Very Good","F","SI1",58,63,4.435,6.33,6.25,3.65
1.08,"Ideal","F","VS2",61,57,7.923,6.68,6.61,4.06
0.7,"Fair","F","VS1",67.8,60,2.381,5.5,5.39,3.69
1.06,"Very Good","G","SI1",61.3,60,5.435,6.53,6.55,4.01
0.71,"Premium","G","VS2",59.9,60,2.803,5.81,5.77,3.47
1.24,"Ideal","I","SI2",61.8,58,5.866,6.85,6.9,4.25
1.01,"Premium","D","SI1",61.6,62,5.701,6.44,6.38,3.95
0.7,"Very Good","F","VS1",62.2,58,2.889,5.64,5.75,3.54
1,"Very Good","F","VS2",62.9,59,5.929,6.3,6.33,3.97
0.71,"Very Good","I","SI1",60.2,58,2.063,5.76,5.83,3.49
1.02,"Ideal","G","VS1",61.6,55,7.129,6.53,6.46,4
0.71,"Ideal","F","SI1",61.4,55,2.427,5.75,5.82,3.55
0.81,"Ideal","H","SI1",62.3,58,2.951,5.95,5.96,3.71
0.75,"Ideal","G","SI1",61.8,55,3.171,5.81,5.84,3.6
1.3,"Very Good","H","VS1",61.9,56,7.747,6.97,7.05,4.34
0.9,"Good","G","VS2",63.6,58,4.194,6.12,6.08,3.88
0.86,"Ideal","G","SI2",61.9,55,3.442,6.11,6.14,3.79
1.32,"Premium","I","SI2",58.4,60,5.921,7.24,7.15,4.2
0.68,"Good","G","VVS1",61.9,55,3.225,5.63,5.68,3.5
1.08,"Ideal","F","SI1",62.7,57,5.534,6.53,6.57,4.11
1.01,"Premium","G","VS2",61.5,60,6.108,6.45,6.42,3.96
0.9,"Very Good","J","SI2",62.9,55,2.482,6.13,6.17,3.87
0.76,"Very Good","E","VS1",62.1,58,3.415,5.84,5.89,3.64
1.22,"Ideal","F","SI1",62.8,55,6.456,6.87,6.79,4.29
1.01,"Premium","D","SI1",62.6,58,5.443,6.33,6.44,4
1.02,"Good","F","SI2",64.2,61,3.633,6.3,6.21,4.02
1.04,"Very Good","H","SI1",62.8,57,4.564,6.44,6.48,4.06
0.91,"Premium","H","VS2",61.8,60,4.313,6.18,6.22,3.83
0.58,"Good","F","VVS2",62.2,61,2.494,5.37,5.44,3.36
1.01,"Very Good","H","SI1",62.7,58,4.743,6.36,6.34,3.98
0.71,"Very Good","H","VS2",61.8,58,2.368,5.66,5.7,3.51
0.9,"Premium","I","VVS2",58.3,60,3.931,6.32,6.28,3.67
1.04,"Ideal","G","SI2",61.7,56,4.455,6.57,6.52,4.04
0.74,"Good","F","SI2",62.6,65,2.685,5.66,5.69,3.55
0.71,"Fair","D","SI2",64.6,60,2.198,5.62,5.59,3.62
1.12,"Very Good","H","SI2",62.5,58,4.373,6.58,6.63,4.13
0.91,"Good","G","VS2",59.9,61,4.125,6.2,6.33,3.75
1.01,"Premium","H","SI2",61.6,60,3.676,6.22,6.18,3.82
0.71,"Ideal","F","SI1",60.7,56,2.77,5.77,5.8,3.51
0.78,"Premium","H","SI1",60,60,2.489,5.93,5.92,3.62
0.6,"Ideal","D","VS2",62,55,2.444,5.39,5.42,3.35
0.54,"Very Good","F","VVS2",60.2,59,2.198,5.27,5.3,3.18
0.72,"Very Good","F","SI1",63.4,58,2.67,5.69,5.66,3.6
1.03,"Ideal","E","SI2",62.3,56,4.758,6.44,6.52,4.04
1.1,"Premium","H","SI1",62.1,58,4.354,6.61,6.59,4.1
1.35,"Premium","H","VS2",61.5,58,7.918,7.09,7.15,4.38
0.71,"Good","F","VS2",57.8,60,2.777,5.87,5.9,3.4
0.74,"Ideal","F","SI2",60.6,57,2.555,5.88,5.84,3.55
1.01,"Very Good","G","VS2",63.6,56,6.449,6.34,6.39,4.05
1.01,"Fair","H","SI1",64.6,55,4.191,6.29,6.25,4.05
1.16,"Ideal","E","SI2",59.9,57,5.093,6.82,6.8,4.08
1.05,"Ideal","E","SI1",62.1,57,5.436,6.48,6.5,4.03
0.73,"Premium","D","VS2",59.8,58,3.25,5.89,5.85,3.51
0.71,"Ideal","F","VS1",61.7,55,3.041,5.73,5.77,3.55
1.25,"Premium","G","SI2",61.1,58,4.34,6.96,6.91,4.24
1,"Premium","F","SI1",60.8,59,4.234,6.44,6.38,3.9
1.13,"Ideal","F","SI2",61.8,56,4.984,6.69,6.73,4.15
0.77,"Premium","F","VS1",62.1,60,3.343,5.82,5.77,3.6
1,"Very Good","H","SI1",62.8,56,4.83,6.33,6.37,3.99
1.32,"Premium","G","SI1",62.1,59,6.542,7.03,6.99,4.35
0.59,"Premium","G","VVS2",62.8,54,2.04,5.41,5.34,3.38
1.32,"Ideal","I","VS1",61.2,57,7.48,7.06,7.12,4.34
0.7,"Very Good","G","VS1",61,57,2.591,5.69,5.72,3.48
0.7,"Ideal","H","VVS2",61.8,55,3.325,5.69,5.74,3.53
1.08,"Ideal","H","VVS1",62.5,54,6.961,6.56,6.58,4.1
0.96,"Ideal","I","I1",62,56,2.363,6.3,6.34,3.92
1.01,"Premium","E","SI2",60,61,4.921,6.53,6.47,3.9
0.57,"Ideal","E","VS2",61.3,57,2.319,5.38,5.29,3.27
0.56,"Ideal","E","VVS2",61.7,56,2.712,5.31,5.33,3.28
0.71,"Very Good","D","SI1",63.1,56,2.743,5.73,5.68,3.6
1,"Good","H","SI1",61.5,64,4.568,6.38,6.41,3.93
1.01,"Fair","G","VS2",68.9,60,5.294,6.06,6.02,4.17
0.7,"Very Good","E","VS1",62.8,57,3.145,5.65,5.68,3.56
1.01,"Fair","G","VS2",65.1,56,5.95,6.2,6.15,4.02
0.75,"Ideal","D","SI2",62.2,55,2.757,5.83,5.87,3.64
1.01,"Premium","F","SI2",62.2,59,5.096,6.41,6.38,3.98
0.78,"Premium","F","SI1",61.5,59,2.816,5.96,5.88,3.64
1.07,"Premium","J","VS2",62.8,57,4.224,6.54,6.49,4.09
0.56,"Premium","G","VS1",59.9,60,2.013,5.41,5.37,3.23
0.91,"Very Good","E","SI2",62.4,58,3.936,6.11,6.14,3.82
0.7,"Ideal","F","VVS1",62.2,57,4.458,5.7,5.74,3.56
0.77,"Ideal","F","SI1",61.4,55,3.169,5.93,5.95,3.65
0.7,"Premium","E","SI1",61.8,59,2.396,5.63,5.57,3.46
0.92,"Very Good","F","SI1",62.9,56,4.037,6.2,6.24,3.91
0.72,"Fair","E","SI1",56.9,61,2.498,5.91,5.97,3.38
0.73,"Ideal","D","VS2",61.5,57,3.346,5.81,5.83,3.58
0.63,"Ideal","F","VS1",62.3,56,2.644,5.46,5.49,3.41
1.02,"Good","F","SI2",64.1,60,4.179,6.25,6.29,4.02
0.71,"Very Good","F","SI1",62.1,58,2.221,5.64,5.72,3.53
1.02,"Ideal","H","SI1",60,59,4.724,6.56,6.55,3.93
1.1,"Good","G","SI2",64.2,56,4.084,6.55,6.51,4.19
0.9,"Good","H","SI2",60.4,61,3.114,6.14,6.22,3.73
0.74,"Ideal","H","VS1",61.8,58,2.797,5.77,5.81,3.58
1.03,"Ideal","G","VS2",61.8,56,6.557,6.47,6.5,4.01
0.61,"Ideal","G","IF",61.7,55,2.575,5.44,5.49,3.37
1.1,"Ideal","H","SI1",61.6,57,5.278,6.63,6.61,4.08
1.01,"Very Good","D","SI1",62.9,59,5.443,6.39,6.43,4.03
0.9,"Good","G","IF",61.8,61,5.855,6.12,6.17,3.8
1.03,"Very Good","H","SI2",62.8,59,4.964,6.41,6.46,4.04
1.09,"Ideal","H","VS1",61.3,54,6.643,6.66,6.68,4.09
0.76,"Fair","H","SI1",65.5,59,2.193,5.75,5.66,3.74
0.87,"Premium","J","SI1",61.4,57,2.321,6.17,6.14,3.78
1,"Good","H","SI1",57.5,62,4.788,6.51,6.47,3.73
1.29,"Very Good","F","SI2",63.4,57,4.977,6.92,6.77,4.35
0.71,"Ideal","G","VS2",62.5,56,2.543,5.67,5.72,3.56
0.9,"Good","I","VS2",62.4,65,3.162,6.09,6.12,3.81
1.35,"Ideal","J","VS2",61.4,57,5.862,7.1,7.13,4.37
1,"Very Good","E","SI2",62.2,59,4.312,6.35,6.38,3.96
1.56,"Very Good","H","SI2",58.7,63,7.583,7.73,7.55,4.49
1.25,"Good","I","SI2",63.9,56,4.725,6.81,6.77,4.34
1.04,"Ideal","I","SI2",61.9,56,3.553,6.51,6.45,4.02
0.9,"Very Good","D","SI1",62.5,59,4.579,6.11,6.15,3.83
1.13,"Premium","H","I1",62.7,59,3.544,6.63,6.58,4.14
1.2,"Ideal","J","SI1",62.1,55,5.002,6.81,6.84,4.24
0.74,"Ideal","E","VS1",62.1,53,3.804,5.82,5.8,3.61
0.81,"Ideal","E","VS1",61.6,55,4.764,5.96,6.02,3.69
0.72,"Ideal","G","VVS1",61.7,55,3.326,5.8,5.77,3.57
0.7,"Very Good","E","SI1",61.8,59,2.923,5.63,5.69,3.5
1,"Ideal","F","SI2",62.4,57,5.798,6.37,6.42,3.99
0.76,"Ideal","H","VS2",62.7,57,2.668,5.82,5.86,3.66
0.87,"Ideal","H","SI2",62.7,56,2.816,6.16,6.13,3.85
1.11,"Premium","H","VS2",61.1,59,6.527,6.66,6.63,4.06
1.04,"Good","G","VS2",61.4,65,5.535,6.53,6.47,3.99
0.82,"Premium","I","IF",61.2,60,3.224,6.03,5.99,3.68
1.1,"Very Good","F","VS2",63.5,55,5.218,6.58,6.52,4.16
0.77,"Very Good","F","SI1",59.6,60,3.044,5.95,5.97,3.55
0.81,"Ideal","F","VVS2",62.2,53.9,4.926,5.97,6.01,3.72
1.47,"Premium","H","SI2",59.1,56,7.573,7.51,7.46,4.42
1.06,"Ideal","I","VS2",62.3,56,4.53,6.56,6.51,4.07
1,"Fair","H","SI2",67,55,2.912,6.25,6.12,4.16
1.02,"Good","G","VVS1",63.6,58,7.861,6.37,6.4,4.06
0.71,"Premium","F","VS1",59,60,2.839,5.82,5.8,3.43
1.02,"Premium","F","VS1",62.7,55,7.677,6.43,6.37,4.01
1.06,"Good","I","SI2",58.7,60,3.842,6.65,6.71,3.92
1.23,"Premium","I","VS2",61.1,60,6.206,6.95,6.89,4.23
1.2,"Premium","H","VS2",61.4,59,6.333,6.79,6.75,4.16
1.03,"Premium","I","VS1",61.6,58,3.553,6.5,6.42,3.98
0.7,"Ideal","D","SI1",61.6,57,3.471,5.69,5.74,3.52
1.22,"Ideal","F","SI2",62.5,56.2,6.401,6.81,6.85,4.27
1.02,"Ideal","H","SI1",61.9,57,4.924,6.4,6.46,3.98
0.9,"Good","G","SI2",61.8,56,3.253,6.11,6.16,3.79
1.02,"Ideal","G","SI1",62.8,57,5.055,6.38,6.35,4
0.57,"Premium","E","VS2",61.9,60,2.069,5.35,5.31,3.3
0.78,"Ideal","D","VS2",62.9,56,3.736,5.85,5.88,3.69
